Species	Virus_name_abbreviation
Alphapapillomavirus 9	HPV31
Alphapapillomavirus 9	HPV33
Alphapapillomavirus 9	HPV35
Alphapapillomavirus 9	HPV52
Alphapapillomavirus 10	HPV6
Alphapapillomavirus 10	HPV74
Alphapapillomavirus 10	HPV11
Alphapapillomavirus 10	HPV44
Alphapapillomavirus 10	HPV13
Alphapapillomavirus 10	PpPV1
Alphapapillomavirus 11	HPV34
Alphapapillomavirus 11	HPV73
Alphapapillomavirus 12	MmPV1
Alphapapillomavirus 12	MfPV7
Alphapapillomavirus 12	MfPV3
Alphapapillomavirus 12	MfPV6
Alphapapillomavirus 12	MfPV4
Alphapapillomavirus 12	MfPV8
Alphapapillomavirus 12	MfPV5
Alphapapillomavirus 12	MfPV10
Alphapapillomavirus 12	MfPV9
Alphapapillomavirus 12	MfPV11
Alphapapillomavirus 12	PhPV1
Alphapapillomavirus 12	MfuPV1
Alphapapillomavirus 13	HPV54
Alphapapillomavirus 14	HPV71
Alphapapillomavirus 14	HPV90
Alphapapillomavirus 14	HPV106
Alphapapillomavirus 14	CgPV1
Betapapillomavirus 1	HPV5
Betapapillomavirus 1	HPV93
Betapapillomavirus 1	MfPV1
Betapapillomavirus 1	HPV98
Betapapillomavirus 1	HPV99
Betapapillomavirus 1	HPV105
Betapapillomavirus 1	HPV118
Betapapillomavirus 1	HPV124
Betapapillomavirus 1	CgPV2
Betapapillomavirus 1	HPV143
Betapapillomavirus 1	HPV152
Betapapillomavirus 1	HPV8
Betapapillomavirus 1	HPV47
Betapapillomavirus 1	HPV20
Betapapillomavirus 1	HPV21
Betapapillomavirus 1	HPV24
Betapapillomavirus 1	HPV36
Betapapillomavirus 1	HPV12
Betapapillomavirus 1	HPV14
Betapapillomavirus 1	HPV19
Betapapillomavirus 1	HPV25
Betapapillomavirus 2	HPV9
Betapapillomavirus 2	HPV107
Betapapillomavirus 2	HPV110
Betapapillomavirus 2	HPV111
Betapapillomavirus 2	HPV100
Betapapillomavirus 2	HPV104
Betapapillomavirus 2	HPV113
Betapapillomavirus 2	HPV151
Betapapillomavirus 2	HPV120
Betapapillomavirus 2	HPV122
Betapapillomavirus 2	HPV159
Betapapillomavirus 2	HPV174
Betapapillomavirus 2	HPV145
Betapapillomavirus 2	HPV22
Betapapillomavirus 2	HPV23
Betapapillomavirus 2	HPV37
Betapapillomavirus 2	HPV38
Betapapillomavirus 2	HPV15
Betapapillomavirus 2	HPV17
Betapapillomavirus 2	HPV80
Betapapillomavirus 3	HPV49
Betapapillomavirus 3	HPV115
Betapapillomavirus 3	HPV75
Betapapillomavirus 3	HPV76
Betapapillomavirus 4	HPV92
Betapapillomavirus 5	HPV96
Betapapillomavirus 5	HPV150
Betapapillomavirus 6	MfPV2
Chipapillomavirus 1	CPV3
Chipapillomavirus 1	CPV5
Chipapillomavirus 1	CPV9
Chipapillomavirus 1	CPV11
Chipapillomavirus 1	CPV12
Chipapillomavirus 1	CPV18
Chipapillomavirus 1	CPV20
Chipapillomavirus 2	CPV4
Chipapillomavirus 2	CPV16
Chipapillomavirus 3	CPV8
Chipapillomavirus 3	CPV10
Chipapillomavirus 3	CPV14
Chipapillomavirus 3	CPV15
Deltapapillomavirus 1	AaPV1
Deltapapillomavirus 1	RtPV1
Deltapapillomavirus 2	OvPV1
Deltapapillomavirus 3	OaPV1
Deltapapillomavirus 3	OaPV2
Deltapapillomavirus 4	BPV1
Deltapapillomavirus 4	BPV13
Deltapapillomavirus 4	BgPV1
Deltapapillomavirus 4	BPV14
Deltapapillomavirus 4	BPV2
Deltapapillomavirus 5	CcaPV1
Deltapapillomavirus 5	RalPV1
Deltapapillomavirus 6	CdPV1
Deltapapillomavirus 6	CdPCV2
Deltapapillomavirus 7	GcPV1
Dyochipapillomavirus 1	EaPV1
Dyodeltapapillomavirus 1	SsPV1
Dyoepsilonpapillomavirus 1	FlPV1
Dyoetapapillomavirus 1	EePV1
Dyoiotapapillomavirus 1	EcPV3
Dyoiotapapillomavirus 1	EcPV2
Dyoiotapapillomavirus 2	EcPV4
Dyoiotapapillomavirus 2	EcPV5
Dyokappapapillomavirus 1	OaPV3
Dyokappapapillomavirus 2	RrPV1
Dyokappapapillomavirus 3	BPV16
Dyokappapapillomavirus 4	BPV18
Dyokappapapillomavirus 5	PpuPV1
Dyolambdapapillomavirus 1	BpPV1
Dyomupapillomavirus 1	MsPV1
Dyonupapillomavirus 1	ZcPV1
Dyoomegapapillomavirus 1	EsPV2
Dyoomikronpapillomavirus 1	SscPV1
Dyoomikronpapillomavirus 1	SscPV2
Dyoomikronpapillomavirus 1	SscPV3
Dyoomikronpapillomavirus 1	AgPV1
Dyophipapillomavirus 1	TePV1
Dyopipapillomavirus 1	PphPV4
Dyopsipapillomavirus 1	EsPV1
Dyopsipapillomavirus 1	EsPV3
Dyorhopapillomavirus 1	EcPV6
Dyorhopapillomavirus 1	EcPV7
Dyosigmapapillomavirus 1	CcanPV1
Dyotaupapillomavirus 1	MscPV2
Dyothetapapillomavirus 1	FcaPV2
Dyoupsilonpapillomavirus 1	EhPV1
Dyoxipapillomavirus 1	BPV7
Dyoxipapillomavirus 2	BPV19
Dyoxipapillomavirus 2	BPV21
Dyozetapapillomavirus 1	CcPV1
Dyozetapapillomavirus 1	CmPV1
Epsilonpapillomavirus 1	BPV5
Epsilonpapillomavirus 1	BPV8
Epsilonpapillomavirus 2	CePV1
Etapapillomavirus 1	FcPV1
Gammapapillomavirus 1	HPV4
Gammapapillomavirus 1	HPV95
Gammapapillomavirus 1	HPV173
Gammapapillomavirus 1	HPV205
Gammapapillomavirus 1	HPV65
Gammapapillomavirus 2	HPV48
Gammapapillomavirus 2	HPV200
Gammapapillomavirus 3	HPV50
Gammapapillomavirus 4	HPV60
Gammapapillomavirus 5	HPV88
Gammapapillomavirus 6	HPV101
Gammapapillomavirus 6	HPV103
Gammapapillomavirus 6	HPV108
Gammapapillomavirus 7	HPV109
Gammapapillomavirus 7	HPV123
Gammapapillomavirus 7	HPV149
Gammapapillomavirus 7	HPV134
Gammapapillomavirus 7	HPV138
Gammapapillomavirus 7	HPV139
Gammapapillomavirus 7	HPV155
Gammapapillomavirus 7	HPV170
Gammapapillomavirus 8	HPV112
Gammapapillomavirus 8	HPV119
Gammapapillomavirus 8	HPV147
Gammapapillomavirus 8	HPV164
Gammapapillomavirus 8	HPV168
Gammapapillomavirus 9	HPV116
Gammapapillomavirus 9	HPV129
Gammapapillomavirus 10	HPV121
Gammapapillomavirus 10	HPV130
Gammapapillomavirus 10	HPV133
Gammapapillomavirus 10	HPV142
Gammapapillomavirus 10	HPV180
Gammapapillomavirus 11	HPV126
Gammapapillomavirus 11	HPV136
Gammapapillomavirus 11	HPV140
Gammapapillomavirus 11	HPV141
Gammapapillomavirus 11	HPV154
Gammapapillomavirus 11	HPV169
Gammapapillomavirus 11	HPV171
Gammapapillomavirus 11	HPV202
Gammapapillomavirus 12	HPV127
Gammapapillomavirus 12	HPV157
Gammapapillomavirus 12	HPV132
Gammapapillomavirus 12	HPV148
Gammapapillomavirus 12	HPV165
Gammapapillomavirus 12	HPV199
Gammapapillomavirus 12	HPV158
Gammapapillomavirus 13	HPV128
Gammapapillomavirus 13	HPV153
Gammapapillomavirus 14	HPV131
Gammapapillomavirus 15	HPV135
Gammapapillomavirus 15	HPV179
Gammapapillomavirus 15	HPV146
Gammapapillomavirus 16	HPV137
Gammapapillomavirus 17	HPV144
Gammapapillomavirus 18	HPV156
Gammapapillomavirus 19	HPV161
Gammapapillomavirus 19	HPV166
Gammapapillomavirus 19	HPV162
Gammapapillomavirus 20	HPV163
Gammapapillomavirus 21	HPV167
Gammapapillomavirus 22	HPV172
Gammapapillomavirus 23	HPV175
Gammapapillomavirus 24	HPV178
Gammapapillomavirus 24	HPV197
Gammapapillomavirus 25	HPV184
Gammapapillomavirus 26	HPV187
Gammapapillomavirus 27	HPV201
Iotapapillomavirus 1	MnPV1
Iotapapillomavirus 1	RnPV2
Iotapapillomavirus 1	RnPV3
Iotapapillomavirus 2	PmPV1
Kappapapillomavirus 1	OcPV1
Kappapapillomavirus 2	SfPV1
Lambdapapillomavirus 1	FcaPV1
Lambdapapillomavirus 1	LrPV1
Lambdapapillomavirus 1	PcPV1
Lambdapapillomavirus 1	PlpPV1
Lambdapapillomavirus 1	UuPV1
Lambdapapillomavirus 2	CPV1
Lambdapapillomavirus 3	CPV6
Lambdapapillomavirus 4	PlPV1
Lambdapapillomavirus 4	ElPV1
Lambdapapillomavirus 5	CcrPV1
Mupapillomavirus 1	HPV1
Mupapillomavirus 2	HPV63
Mupapillomavirus 3	HPV204
Nupapillomavirus 1	HPV41
Omegapapillomavirus 1	UmPV1
Omikronpapillomavirus 1	PsPV1
Omikronpapillomavirus 1	PphPV1
Omikronpapillomavirus 1	TtPV5
Omikronpapillomavirus 1	TtPV6
Phipapillomavirus 1	ChPV1
Pipapillomavirus 1	MaPV1
Pipapillomavirus 1	PsuPV1
Pipapillomavirus 2	McPV2
Pipapillomavirus 2	MmiPV1
Pipapillomavirus 2	RnPV1
Pipapillomavirus 2	MmuPV1
Pipapillomavirus 2	AsPV1
Psipapillomavirus 1	RaPV1
Psipapillomavirus 2	EhPV2
Psipapillomavirus 3	EhPV3
Rhopapillomavirus 1	TmPV1
Rhopapillomavirus 1	TmPV2
Rhopapillomavirus 2	TmPV3
Rhopapillomavirus 2	TmPV4
Sigmapapillomavirus 1	EdPV1
Taupapillomavirus 1	CPV2
Taupapillomavirus 1	CPV7
Taupapillomavirus 1	CPV17
Taupapillomavirus 1	CPV19
Taupapillomavirus 2	CPV13
Taupapillomavirus 3	FcaPV3
Taupapillomavirus 3	FcaPV4
Taupapillomavirus 4	MpPV1
Thetapapillomavirus 1	PePV1
Treisdeltapapillomavirus 1	RfPV1
Treisepsilonpapillomavirus 1	PaPV1
Treisepsilonpapillomavirus 1	PaPV1
Treisetapapillomavirus 1	VvPV1
Treisiotapapillomavirus 1	MrPV1
Treiskappapapillomavirus 1	EcPV8
Treisthetapapillomavirus 1	RtiPV1
Treiszetapapillomavirus 1	FgPV1
Upsilonpapillomavirus 1	TtPV1
Upsilonpapillomavirus 1	TtPV3
Upsilonpapillomavirus 1	DdPV1
Upsilonpapillomavirus 1	TtPV4
Upsilonpapillomavirus 1	TtPV7
Upsilonpapillomavirus 2	TtPV2
Upsilonpapillomavirus 3	PphPV2
Xipapillomavirus 1	BPV3
Xipapillomavirus 1	BPV9
Xipapillomavirus 1	BPV10
Xipapillomavirus 1	BPV11
Xipapillomavirus 1	BPV6
Xipapillomavirus 1	BPV15
Xipapillomavirus 1	BPV23
Xipapillomavirus 1	BPV4
Xipapillomavirus 2	BPV12
Xipapillomavirus 3	RtPV2
Xipapillomavirus 4	BPV17
Xipapillomavirus 5	CePV2
Zetapapillomavirus 1	EcPV1
Alefpapillomavirus 1	SaPV1
Asteroid ambidensovirus 1	SSaDV
Blattodean ambidensovirus 1	PfDV
Blattodean ambidensovirus 2	BgDV1
Decapod ambidensovirus 1	CqDV
Dipteran ambidensovirus 1	CpDV
Hemipteran ambidensovirus 1	PcDV
Hemipteran ambidensovirus 2	DplDV1
Hemipteran ambidensovirus 3	MpDV1
Hymenopteran ambidensovirus 1	SiDV
Lepidopteran ambidensovirus 1	GmDV
Orthopteran ambidensovirus 1	AdDV
Dipteran brevidensovirus 1	AgDV
Dipteran brevidensovirus 2	AalDV2
Decapod hepandensovirus 1	FcHDV
Lepidopteran iteradensovirus 1	BmDV1
Lepidopteran iteradensovirus 2	CeDV
Lepidopteran iteradensovirus 3	DpDV
Lepidopteran iteradensovirus 4	PpDV
Lepidopteran iteradensovirus 5	HaDV
Decapod penstyldensovirus 1	PstDV1
Orthopteran densovirus 1	AdMADV
Carnivore amdoparvovirus 1	ADV
Carnivore amdoparvovirus 2	GFAV
Carnivore amdoparvovirus 3	RFAV
Carnivore amdoparvovirus 4	SKAV
Galliform aveparvovirus 1	TuPV
Carnivore bocaparvovirus 1	CnMV; MVC
Carnivore bocaparvovirus 2	CBoV1
Carnivore bocaparvovirus 3	FBoV
Carnivore bocaparvovirus 4	FBoV2
Carnivore bocaparvovirus 5	FBoV3
Carnivore bocaparvovirus 6	MiBoV1
Chiropteran bocaparvovirus 1	BtBoV1
Chiropteran bocaparvovirus 2	BtBoVwm40
Chiropteran bocaparvovirus 3	BtBoVxm30
Chiropteran bocaparvovirus 4	BtBoV2
Lagomorph bocaparvovirus 1	RBoV
Pinniped bocaparvovirus 1	CslBoV1
Pinniped bocaparvovirus 2	CslBoV3
Primate bocaparvovirus 1	HBoV1
Primate bocaparvovirus 2	HBoV2c
Ungulate bocaparvovirus 1	BPV1
Ungulate bocaparvovirus 2	PBoV1
Ungulate bocaparvovirus 3	PBoVsx
Ungulate bocaparvovirus 4	PBoVh18
Ungulate bocaparvovirus 5	PBoV3
Ungulate bocaparvovirus 6	BBoV2; UBPV6
Ungulate copiparvovirus 1	BPV2
Ungulate copiparvovirus 2	PPV4
Adeno-associated dependoparvovirus A	AAV2
Adeno-associated dependoparvovirus B	AAV5
Anseriform dependoparvovirus 1	DPV
Avian dependoparvovirus 1	AAAV
Chiropteran dependoparvovirus 1	BtAAV
Pinniped dependoparvovirus 1	CslAAV1
Squamate dependoparvovirus 1	SAAV
Squamate dependoparvovirus 2	BDPV
Primate erythroparvovirus 1	B19V
Primate erythroparvovirus 2	SPV
Primate erythroparvovirus 3	RmPV
Primate erythroparvovirus 4	PmPV
Rodent erythroparvovirus 1	ChpPV
Ungulate erythroparvovirus 1	BPV3
Carnivore protoparvovirus 1	CPV
Chiropteran protoparvovirus 1	BtBuV1
Eulipotyphla protoparvovirus 1	MpBuV
Primate protoparvovirus 1	BuV1a
Primate protoparvovirus 2	WuBuV1
Primate protoparvovirus 3	CutaV
Rodent protoparvovirus 1	MVM
Rodent protoparvovirus 2	RPV1
Rodent protoparvovirus 3	RatBuV
Ungulate protoparvovirus 1	PPV
Ungulate protoparvovirus 2	PBuV
Chiropteran tetraparvovirus 1	BtPARV4
Primate tetraparvovirus 1	PARV4
Ungulate tetraparvovirus 1	BPARV4
Ungulate tetraparvovirus 2	PPARV4; PPV3
Ungulate tetraparvovirus 3	PPV2; CnPPARV4
Ungulate tetraparvovirus 4	OvPARV4
Acanthocystis turfacea chlorella virus 1	AtCV1
Hydra viridis Chlorella virus 1	HvCV1
Paramecium bursaria Chlorella virus 1	PbCV1
Paramecium bursaria Chlorella virus A1	PbCVA1
Paramecium bursaria Chlorella virus AL1A	PbCVAL1A
Paramecium bursaria Chlorella virus AL2A	PbCVAL2A
Paramecium bursaria Chlorella virus BJ2C	PbCVBJ2C
Paramecium bursaria Chlorella virus CA4A	PbCVCA4A
Paramecium bursaria Chlorella virus CA4B	PbCVCA4B
Paramecium bursaria Chlorella virus IL3A	PbCV8IL3A
Paramecium bursaria Chlorella virus NC1A	PbCVNC1A
Paramecium bursaria Chlorella virus NE8A	PbCVNE8A
Paramecium bursaria Chlorella virus NY2A	PbCVNY2A
Paramecium bursaria Chlorella virus NYs1	PbCVNVs1
Paramecium bursaria Chlorella virus SC1A	PbCVSC1A
Paramecium bursaria Chlorella virus XY6E	PbCVXY6E
Paramecium bursaria Chlorella virus XZ3A	PbCVXZ3A
Paramecium bursaria Chlorella virus XZ4A	PbCVXZ4A
Paramecium bursaria Chlorella virus XZ4C	PbCVXZ4C
Emiliania huxleyi virus 86	EhV86
Ectocarpus fasciculatus virus a	EfVa
Ectocarpus siliculosus virus 1	EsV1
Ectocarpus siliculosus virus a	EsVa
Feldmannia irregularis virus a	FiVa
Feldmannia species virus	FsV
Feldmannia species virus a	FsVa
Hincksia hinckiae virus a	HhVa
Myriotrichia clavaeformis virus a	McVa
Pilayella littoralis virus 1	PlV1
Micromonas pusilla virus SP1	MpVSP1
Ostreococcus tauri virus OtV5	OtV5
Chrysochromulina brevifilum virus PW1	CbVPW1
Heterosigma akashiwo virus 01	HaV01
Acholeplasma virus L2	AVL2
Haloarcula virus HHPV1	HHPV-1
Haloarcula virus HHPV2	HHPV-2
Halorubrum virus HRPV1	HRPV-1
Halorubrum virus HRPV2	HRPV-2
Halorubrum virus HRPV6	HRPV-6
Halogeometricum virus HGPV1	HGPV-1
Halorubrum virus HRPV3	HRPV-3
Haloarcula virus His2	His2
Apanteles crassicornis bracovirus	AcBV
Apanteles fumiferanae bracovirus	AfBV
Ascogaster argentifrons bracovirus	AaBV
Ascogaster quadridentata bracovirus	AqBV
Cardiochiles nigriceps bracovirus	CnBV
Chelonus altitudinis bracovirus	CalBV
Chelonus blackburni bracovirus	CbBV
Chelonus inanitus bracovirus	CinaBV
Chelonus insularis bracovirus	CinsBV
Chelonus near curvimaculatus bracovirus	CcBV
Chelonus texanus bracovirus	CtBV
Cotesia congregata bracovirus	CcBV
Cotesia flavipes bracovirus	CfBV
Cotesia glomerata bracovirus	CgBV
Cotesia hyphantriae bracovirus	ChBV
Cotesia kariyai bracovirus	CkBV
Cotesia marginiventris bracovirus	CmaBV
Cotesia melanoscela bracovirus	CmeBV
Cotesia rubecula bracovirus	CrBV
Cotesia schaeferi bracovirus	CsBV
Diolcogaster facetosa bracovirus	DfBV
Glyptapanteles flavicoxis bracovirus	GflBV
Glyptapanteles indiensis bracovirus	GiBV
Glyptapanteles liparidis bracovirus	GlBV
Hypomicrogaster canadensis bracovirus	HcBV
Hypomicrogaster ectdytolophae bracovirus	HcEV
Microplitis croceipes bracovirus	McBV
Microplitis demolitor bracovirus	MdBV
Phanerotoma flavitestacea bracovirus	PfBV
Pholetesor ornigis bracovirus	PoBV
Protapanteles paleacritae bracovirus	PpBV
Tranosema rostrale bracovirus	TrBV
Campoletis aprilis ichnovirus	CaIV
Campoletis flavicincta ichnovirus	CfIV
Campoletis sonorensis ichnovirus	CsIV
Casinaria arjuna ichnovirus	CarIV
Casinaria forcipata ichnovirus	CfoIV
Casinaria infesta ichnovirus	CiIV
Diadegma acronyctae ichnovirus	DaIV
Diadegma interruptum ichnovirus	DiIV
Diadegma terebrans ichnovirus	DtIV
Enytus montanus ichnovirus	X-2
Eriborus terebrans ichnovirus	EtIV
Glypta fumiferanae ichnovirus	GfIV
Hyposoter annulipes ichnovirus	HaIV
Hyposoter exiguae ichnovirus	HeIV
Hyposoter fugitivus ichnovirus	HfIV
Hyposoter lymantriae ichnovirus	HlIV
Hyposoter pilosulus ichnovirus	HpIV
Hyposoter rivalis ichnovirus	HrIV
Olesicampe benefactor ichnovirus	ObIV
Olesicampe geniculatae ichnovirus	OgIV
Synetaeris tenuifemur ichnovirus	StIV
Acerodon celebensis polyomavirus 1	BatPyV5b-2
Artibeus planirostris polyomavirus 2	BatPyV3a-A1055
Artibeus planirostris polyomavirus 3	BatPyV4a
Ateles paniscus polyomavirus 1	ApanPyV1
Cardioderma cor polyomavirus 1	CardiodermaPyV
Carollia perspicillata polyomavirus 1	BatPyV4b
Chlorocebus pygerythrus polyomavirus 1	VmPyV1
Chlorocebus pygerythrus polyomavirus 3	VmPyV3
Dobsonia moluccensis polyomavirus 1	BatPyV5a
Eidolon helvum polyomavirus 1	EidolonPyV
Gorilla gorilla polyomavirus 1	GgorgPyV1
Human polyomavirus 5	MCPyV
Human polyomavirus 8	TSPyV
Human polyomavirus 9	HPyV9
Human polyomavirus 13	NJPyV
Macaca fascicularis polyomavirus 1	MfasPyV1
Mesocricetus auratus polyomavirus 1	HaPyV
Miniopterus schreibersii polyomavirus 1	MschPyV1
Miniopterus schreibersii polyomavirus 2	MschPyV2
Molossus molossus polyomavirus 1	BatPyV3b
Mus musculus polyomavirus 1	MPyV
Otomops martiensseni polyomavirus 1	OtomopsPyV1
Otomops martiensseni polyomavirus 2	OtomopsPyV2
Pan troglodytes polyomavirus 1	ChPyV
Pan troglodytes polyomavirus 2	PtrovPyV1a
Pan troglodytes polyomavirus 3	PtrovPyV2a
Pan troglodytes polyomavirus 4	PtrovPyV3
Pan troglodytes polyomavirus 5	PtrovPyV4
Pan troglodytes polyomavirus 6	PtrovPyV5
Pan troglodytes polyomavirus 7	PtrosPyV2
Papio cynocephalus polyomavirus 1	YbPyV1
Piliocolobus badius polyomavirus 1	PbadPyV2
Piliocolobus rufomitratus polyomavirus 1	PrufPyV1
Pongo abelii polyomavirus 1	OraPyV-Sum
Pongo pygmaeus polyomavirus 1	OraPyV-Bor
Procyon lotor polyomavirus 1	RacPyV
Pteropus vampyrus polyomavirus 1	BatPyV5b-1
Rattus norvegicus polyomavirus 1	RnorPyV1
Sorex araneus polyomavirus 1	SaraPyV1
Sorex coronatus polyomavirus 1	SminPyV1
Sorex minutus polyomavirus 1	ScorPyV1
Sturnira lilium polyomavirus 1	BatPyV3a-B0454
Acerodon celebensis polyomavirus 2	BatPyV6a
Artibeus planirostris polyomavirus 1	BatPyV2c
Canis familiaris polyomavirus 1	CfamPyV1
Cebus albifrons polyomavirus 1	CalbPyV1
Cercopithecus erythrotis polyomavirus 1	CeryPyV1
Chlorocebus pygerythrus polyomavirus 2	VmPyV2
Desmodus rotundus polyomavirus 1	BatPyV2a
Dobsonia moluccensis polyomavirus 2	BatPyV6b
Dobsonia moluccensis polyomavirus 3	BatPyV6c
Equus caballus polyomavirus 1	EPyV
Human polyomavirus 1	BK virus; BKV; BKPyV
Human polyomavirus 2	JC virus; JCV; JCPyV
Human polyomavirus 3	KIPyV
Human polyomavirus 4	WU virus; WUPyV
Leptonychotes weddellii polyomavirus 1	WsPyV
Loxodonta africana polyomavirus 1	AelPyV1
Macaca mulatta polyomavirus 1	SV40
Mastomys natalensis polyomavirus 1	MasPyV
Meles meles polyomavirus 1	MmelPyV1
Microtus arvalis polyomavirus 1	CVPyV
Miniopterus africanus polyomavirus 1	MiniopterusPyV
Mus musculus polyomavirus 2	MPtV
Myodes glareolus polyomavirus 1	BVPyV
Myotis lucifugus polyomavirus 1	MyPyV
Pan troglodytes polyomavirus 8	PtrovPyV8
Papio cynocephalus polyomavirus 2	YbPyV2
Pteronotus davyi polyomavirus 1	PteronotusPyV
Pteronotus parnellii polyomavirus 1	BatPyV2b
Rattus norvegicus polyomavirus 2	RatPyV2
Rousettus aegyptiacus polyomavirus 1	RaegPyV1
Saimiri boliviensis polyomavirus 1	SquiPyV
Saimiri sciureus polyomavirus 1	SsciPyV1
Vicugna pacos polyomavirus 1	AlPyV
Zalophus californianus polyomavirus 1	SLPyV
Human polyomavirus 6	HPyV6
Human polyomavirus 7	HPyV7
Human polyomavirus 10	MWPyV
Human polyomavirus 11	STLPyV
Anser anser polyomavirus 1	GHPV
Aves polyomavirus 1	BFDV
Corvus monedula polyomavirus 1	CpyV
Cracticus torquatus polyomavirus 1	Butcherbird PyV
Erythrura gouldiae polyomavirus 1	EgouPyV1
Lonchura maja polyomavirus 1	HunFPyV
Pygoscelis adeliae polyomavirus 1	ADPyV
Pyrrhula pyrrhula polyomavirus 1	FpyV
Serinus canaria polyomavirus 1	CaPyV
Ailuropoda melanoleuca polyomavirus 1	AmelPyV1
Bos taurus polyomavirus 1	BPyV
Centropristis striata polyomavirus 1	BassPyV1
Delphinus delphis polyomavirus 1	DPyV
Procyon lotor polyomavirus 2	PlotPyV1
Rhynchobatus djiddensis polyomavirus 1	GfPyV1
Sparus aurata polyomavirus 1	SaurPyV1
Trematomus bernacchii polyomavirus 1	TberPyV1
Trematomus pennellii polyomavirus 1	SspPyV
Sulfolobus alphaportoglobovirus 1	SPV1
Canarypox virus	CPV
Fowlpox virus	FPV
Juncopox virus	JPV
Mynahpox virus	MPV
Pigeonpox virus	PPV
Psittacinepox virus	PsPV
Quailpox virus	QPV
Sparrowpox virus	SPVC
Starlingpox virus	StPV
Turkeypox virus	TPV
Goatpox virus	GPV
Lumpy skin disease virus	LSDV
Sheeppox virus	SPV
Yokapox virus	YKV
Mule deerpox virus	DPV
Nile crocodilepox virus	NCPV
Hare fibroma virus	HFV
Myxoma virus	MyxV
Rabbit fibroma virus	RFV
Squirrel fibroma virus	SFV
Molluscum contagiosum virus	MCV
Camelpox virus	CaPV
Cowpox virus	CPV
Ectromelia virus	EctV
Monkeypox virus	MPV
Raccoonpox virus	RaPV
Skunkpox virus	SKPV
Taterapox virus	TePV
Vaccinia virus	VacV
Variola virus	VarV
Volepox virus	VPXV
Bovine papular stomatitis virus	BPSV
Orf virus	ORFV
Parapoxvirus of red deer in New Zealand	PRDNZ
Pseudocowpox virus	PCPV
Swinepox virus	SwPV
Tanapox virus	SqPV
Yaba monkey tumor virus	YMTV
Pteropox virus	PTPV
Squirrelpox virus	SPPV
Anomala cuprea entomopoxvirus	ACEV
Aphodius tasmaniae entomopoxvirus	ATEV
Demodema bonariensis entomopoxvirus	DBEV
Dermolepida albohirtum entomopoxvirus	DAEV
Figulus sublaevis entomopoxvirus	FSEV
Geotrupes sylvaticus entomopoxvirus	GSEV
Melolontha melolontha entomopoxvirus	MMEV
Acrobasis zelleri entomopoxvirus	AZEV
Adoxophyes honmai entomopoxvirus	AHEV
Amsacta moorei entomopoxvirus	AMEV
Arphia conspersa entomopoxvirus	ACOEV
Choristoneura biennis entomopoxvirus	CBEV
Choristoneura conflicta entomopoxvirus	CCEV
Choristoneura diversuma entomopoxvirus	CDEV
Choristoneura fumiferana entomopoxvirus	CFEV
Choristoneura rosaceana entomopoxvirus	CREV
Chorizagrotis auxiliaris entomopoxvirus	CXEV
Heliothis armigera entomopoxvirus	HAVE
Locusta migratoria entomopoxvirus	LMEV
Mythimna separata entomopoxvirus	LMEV
Oedaleus senegalensis entomopoxvirus	OSEV
Operophtera brumata entomopoxvirus	OBEV
Schistocerca gregaria entomopoxvirus	SGEV
Aedes aegypti entomopoxvirus	AAEV
Camptochironomus tentans entomopoxvirus	CTEV
Chironomus attenuatus entomopoxvirus	CAEV
Chironomus luridus entomopoxvirus	CLEV
Chironomus plumosus entomopoxvirus	CPEV
Goeldichironomus holoprasinus entomopoxvirus	GHEV
Diachasmimorpha entomopoxvirus	DIEV
Melanoplus sanguinipes entomopoxvirus	MSEV
Bovine associated bovismacovirus 1	
Bovine associated bovismacovirus 2	
Dragonfly associated bovismacovirus 1	OdasCV-21
Bovine associated cosmacovirus 1	
Dragonfly associated dragsmacovirus 1	
Bovine associated drosmacovirus 1	
Camel associated drosmacovirus 1	
Camel associated drosmacovirus2	
Bovine associated huchismacovirus 1	
